epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,34584.8,0.70112,1.07939,1.17691,0.79764,0.64621,0.75793,0.66332,0.6838,0.9137,1.15285,0.00014586,0.00014586,0.00014586
75,34820.7,0.69454,1.06988,1.18017,0.84228,0.67156,0.75813,0.67333,0.68089,0.90478,1.14459,0.000140652,0.000140652,0.000140652
76,35054.5,0.68624,1.07476,1.18297,0.7962,0.65769,0.76567,0.66973,0.70079,0.9059,1.16155,0.000135445,0.000135445,0.000135445
77,35299.4,0.68171,1.03568,1.16494,0.83511,0.62162,0.75639,0.66247,0.67466,0.88355,1.14133,0.000130238,0.000130238,0.000130238
78,35543.3,0.6824,1.0534,1.16995,0.85614,0.60877,0.74581,0.65371,0.66741,0.90523,1.13228,0.00012503,0.00012503,0.00012503
79,35788.3,0.67112,1.03809,1.15316,0.74992,0.68684,0.75746,0.66495,0.66598,0.87174,1.1289,0.000119823,0.000119823,0.000119823
80,36023.1,0.69092,1.08256,1.1717,0.77791,0.67024,0.76636,0.67418,0.66689,0.87729,1.13414,0.000114615,0.000114615,0.000114615
81,36257.2,0.6846,1.00696,1.17089,0.67236,0.75642,0.77028,0.67322,0.67658,0.87086,1.14859,0.000109408,0.000109408,0.000109408
82,36519.5,0.65736,1.01886,1.15407,0.78178,0.68195,0.77361,0.67476,0.67157,0.86445,1.13498,0.000104201,0.000104201,0.000104201
83,36788.8,0.66752,1.01515,1.15961,0.82371,0.6577,0.7742,0.68147,0.67925,0.85326,1.1413,9.89932e-05,9.89932e-05,9.89932e-05
84,37060.2,0.67008,1.02913,1.16306,0.8321,0.6725,0.77868,0.68621,0.65901,0.84549,1.12956,9.37858e-05,9.37858e-05,9.37858e-05
85,37312.2,0.6587,1.01081,1.1631,0.86077,0.6574,0.79783,0.70579,0.67574,0.82541,1.13313,8.85784e-05,8.85784e-05,8.85784e-05
86,37549.8,0.65084,1.00206,1.15081,0.8294,0.66023,0.78581,0.69069,0.66428,0.8264,1.13005,8.3371e-05,8.3371e-05,8.3371e-05
87,37784.4,0.65319,0.98996,1.14964,0.83761,0.68205,0.79232,0.70178,0.6627,0.81072,1.12383,7.81636e-05,7.81636e-05,7.81636e-05
88,38018.1,0.66422,0.9796,1.1612,0.81755,0.68197,0.77625,0.68106,0.67264,0.8371,1.13048,7.29562e-05,7.29562e-05,7.29562e-05
89,38253.5,0.65618,1.00267,1.15378,0.84272,0.67617,0.78034,0.68821,0.65824,0.8284,1.12668,6.77488e-05,6.77488e-05,6.77488e-05
90,38488.1,0.65852,0.99149,1.16326,0.86271,0.67648,0.78889,0.69335,0.66878,0.81482,1.12591,6.25414e-05,6.25414e-05,6.25414e-05
